epoch,train_loss,val_loss
0,30.586871970611625,13.054361501610305
1,11.25958795700578,13.054361501610305
2,9.534049678726827,13.054361501610305
3,8.617187573484264,13.054361501610305
4,7.749483668477712,13.054361501610305
5,7.200807479375709,7.389962733960612
6,6.740858614095769,7.389962733960612
7,6.42032872065831,7.389962733960612
8,6.132820682687726,7.389962733960612
9,5.873262901053989,7.389962733960612
10,5.649766166532118,5.351070280707982
11,5.547711239635552,5.351070280707982
12,5.42294818411693,5.351070280707982
13,5.318719853625419,5.351070280707982
14,5.21147170138876,5.351070280707982
15,5.19697877529997,5.081940322799739
16,5.061767393198643,5.081940322799739
17,4.985913685473544,5.081940322799739
18,4.919765701374999,5.081940322799739
19,4.89299468651934,5.081940322799739
20,4.865547494555101,4.751364413249902
21,4.818661408203746,4.751364413249902
22,4.747780800045834,4.751364413249902
23,4.74283311355778,4.751364413249902
24,4.68474363348639,4.751364413249902
25,4.619979481926721,4.437775434232224
26,4.5997742833001425,4.437775434232224
27,4.605114917016685,4.437775434232224
28,4.564678690408727,4.437775434232224
29,4.547413410478526,4.437775434232224
30,4.523026855719098,5.261995856758337
31,4.489345019307194,5.261995856758337
32,4.465154019203577,5.261995856758337
33,4.46112952335923,5.261995856758337
34,4.435804139228221,5.261995856758337
35,4.394159061262584,4.583793159164097
36,4.350639275540931,4.583793159164097
37,4.350921731449955,4.583793159164097
38,4.3349810728157765,4.583793159164097
39,4.316208063914488,4.583793159164097
40,4.277935538143334,4.227493255746127
41,4.276651614471014,4.227493255746127
42,4.280388976539274,4.227493255746127
43,4.205726030302902,4.227493255746127
44,4.246127384670289,4.227493255746127
45,4.21063705593826,4.513168368044663
46,4.150947247371009,4.513168368044663
47,4.192168783938924,4.513168368044663
48,4.182096449849287,4.513168368044663
49,4.156009284182464,4.513168368044663
50,4.116239712753878,4.658853134418505
51,4.160431158238695,4.658853134418505
52,4.137271305341782,4.658853134418505
53,4.110254036648527,4.658853134418505
54,4.093089967634004,4.658853134418505
55,4.094085689847262,4.549014357240312
56,4.090143209949095,4.549014357240312
57,4.066578941462281,4.549014357240312
58,4.0593578303952125,4.549014357240312
59,4.050297011014309,4.549014357240312
60,4.0525730871951575,4.108165524124561
61,4.03989446854344,4.108165524124561
62,4.010271888684281,4.108165524124561
63,4.010405657897031,4.108165524124561
64,3.999482251519401,4.108165524124561
65,3.9944287134409993,4.110862488840139
66,3.9853226374859396,4.110862488840139
67,3.9793213404384407,4.110862488840139
68,3.955903562360263,4.110862488840139
69,3.9492937952083027,4.110862488840139
70,3.9838195249199058,4.234193249345721
71,3.9673663547288927,4.234193249345721
72,3.9239781103233193,4.234193249345721
73,3.938029365521546,4.234193249345721
74,3.931787491565165,4.234193249345721
75,3.8966947672612444,4.124501227433502
76,3.9148904618055202,4.124501227433502
77,3.867603952688807,4.124501227433502
78,3.895966878175961,4.124501227433502
79,3.8858611736801936,4.124501227433502
80,3.8924780067573477,3.823358242148544
81,3.8642106865800914,3.823358242148544
82,3.843944181734038,3.823358242148544
83,3.8465325423520644,3.823358242148544
84,3.8574047196688115,3.823358242148544
85,3.867362396350101,3.830303746111251
86,3.829912076298077,3.830303746111251
87,3.8539893167439927,3.830303746111251
88,3.829589601954378,3.830303746111251
89,3.8216807429806234,3.830303746111251
90,3.814434322081616,3.848846743549156
