epoch,train_loss,val_loss
0,31.179994510185978,15.87894938614214
1,13.97218444129,15.87894938614214
2,6.062225557296679,15.87894938614214
3,4.786413749419249,15.87894938614214
4,4.122397212784062,15.87894938614214
5,3.836605196566489,3.8250806115871145
6,3.6555384017702988,3.8250806115871145
7,3.4201085887166873,3.8250806115871145
8,3.32335758204725,3.8250806115871145
9,3.202947961619941,3.8250806115871145
10,3.0862191744634133,3.1761507865710126
11,3.029727930702945,3.1761507865710126
12,2.9106908689252147,3.1761507865710126
13,2.846132008099582,3.1761507865710126
14,2.8111768624825295,3.1761507865710126
15,2.7466775375677783,2.97197588338751
16,2.684174071673067,2.97197588338751
17,2.6438344238387534,2.97197588338751
18,2.5637227949046952,2.97197588338751
19,2.5232924717794134,2.97197588338751
20,2.507000391161358,2.3913211203088953
21,2.4413798669917712,2.3913211203088953
22,2.4263254911073355,2.3913211203088953
23,2.3718989883761457,2.3913211203088953
24,2.336529798233028,2.3913211203088953
25,2.2700842921299316,2.436509063880369
26,2.201895865840207,2.436509063880369
27,2.1839177209549745,2.436509063880369
28,2.153426005594905,2.436509063880369
29,2.1260882391808065,2.436509063880369
30,2.0905230588345605,1.9362856817641063
31,2.0720321923860205,1.9362856817641063
32,2.03735728797426,1.9362856817641063
33,2.0182207263562955,1.9362856817641063
34,2.0053672287799578,1.9362856817641063
35,1.965496260158512,2.0747453045341593
36,1.9431833359742634,2.0747453045341593
37,1.9081317145155765,2.0747453045341593
38,1.9280328336811172,2.0747453045341593
39,1.8756359797361533,2.0747453045341593
40,1.8696844865737694,1.8045171759966459
41,1.8533827732147408,1.8045171759966459
42,1.8501952520736091,1.8045171759966459
43,1.8112416180717823,1.8045171759966459
44,1.794423529153958,1.8045171759966459
45,1.7746638033500373,1.9629139349111773
46,1.7808269320849104,1.9629139349111773
47,1.7474236936362113,1.9629139349111773
48,1.734022527330884,1.9629139349111773
49,1.7518503592079606,1.9629139349111773
50,1.7161142677265708,1.7064838140618592
51,1.722921200492003,1.7064838140618592
