epoch,train_loss,val_loss
0,39.89746827583922,30.308940294820964
1,24.189129494224865,30.308940294820964
2,20.016858111697605,30.308940294820964
3,9.808803928022247,30.308940294820964
4,7.960494951260783,30.308940294820964
5,7.138999557675219,7.235517300451863
6,6.45419976582945,7.235517300451863
7,5.982685037870466,7.235517300451863
8,5.542162449614286,7.235517300451863
9,5.050245998083593,7.235517300451863
10,4.761643824518787,4.645586069892432
11,4.591348491421951,4.645586069892432
12,4.41728031579001,4.645586069892432
13,4.264041350538487,4.645586069892432
14,4.116675781190567,4.645586069892432
15,3.985014170222506,4.210927884682994
16,3.9145162889032132,4.210927884682994
17,3.8501002441834915,4.210927884682994
18,3.7380461804027063,4.210927884682994
19,3.672157950261722,4.210927884682994
20,3.5056782953011942,3.8129191711477586
21,3.523805657189554,3.8129191711477586
22,3.453289652906351,3.8129191711477586
23,3.373257807631665,3.8129191711477586
24,3.3522125396782503,3.8129191711477586
25,3.315161937447058,4.133850329242319
26,3.256643003422318,4.133850329242319
27,3.1773242375893482,4.133850329242319
28,3.1764321710390213,4.133850329242319
29,3.153544732869179,4.133850329242319
30,3.0789719231968427,3.1715776111205782
31,3.1067400028167524,3.1715776111205782
32,3.0610067512541064,3.1715776111205782
33,3.045544052799431,3.1715776111205782
34,3.0035963328634363,3.1715776111205782
35,2.982481385403024,2.9598375815971214
36,2.9596781125937697,2.9598375815971214
37,2.907648192316543,2.9598375815971214
38,2.9071623105840714,2.9598375815971214
39,2.8733232053976447,2.9598375815971214
40,2.8634289236311887,2.8124726404791285
41,2.826225942795405,2.8124726404791285
42,2.8220344817672154,2.8124726404791285
43,2.793533174129343,2.8124726404791285
44,2.7886684355587135,2.8124726404791285
45,2.7871193343226457,3.1905730306472884
46,2.7603790496631664,3.1905730306472884
47,2.7644057325871154,3.1905730306472884
48,2.7096177393811547,3.1905730306472884
49,2.6791046586995786,3.1905730306472884
50,2.659068863902931,2.939463970168502
51,2.6619972659688282,2.939463970168502
52,2.6658588511860515,2.939463970168502
53,2.605443373032626,2.939463970168502
54,2.57924576442798,2.939463970168502
55,2.5856840364881233,3.2394892768442705
56,2.579447293146473,3.2394892768442705
57,2.5302216374277533,3.2394892768442705
58,2.5543240482566265,3.2394892768442705
59,2.536757986043508,3.2394892768442705
60,2.5209246227491335,3.8604239858293603
61,2.5058758276830377,3.8604239858293603
62,2.4881476301196828,3.8604239858293603
63,2.47697358899121,3.8604239858293603
64,2.456602132129044,3.8604239858293603
65,2.4572164335376887,3.458374099853714
66,2.467702271085063,3.458374099853714
67,2.4445109970959122,3.458374099853714
68,2.5025228535262225,3.458374099853714
69,2.431378852116601,3.458374099853714
70,2.4218148275407763,2.903806181155356
71,2.4220238749996663,2.903806181155356
72,2.414490466009791,2.903806181155356
73,2.386292477302446,2.903806181155356
74,2.375467258900037,2.903806181155356
75,2.411583029221995,3.4995491136073342
76,2.378999000455658,3.4995491136073342
77,2.3415217231195773,3.4995491136073342
78,2.35594386892346,3.4995491136073342
79,2.355023332132945,3.4995491136073342
80,2.36887405925027,2.772928266144086
81,2.327853843870874,2.772928266144086
82,2.311070144930688,2.772928266144086
83,2.3216428776300617,2.772928266144086
84,2.338752362455711,2.772928266144086
85,2.3034080666793333,2.682180870262565
86,2.3174552362971528,2.682180870262565
87,2.2834122684792155,2.682180870262565
88,2.31447933334805,2.682180870262565
89,2.3003073468537036,2.682180870262565
90,2.2676660503274007,2.87155871675385
91,2.279069487704096,2.87155871675385
92,2.2580032458724135,2.87155871675385
93,2.286824368755136,2.87155871675385
94,2.254001833449228,2.87155871675385
95,2.2583505078460693,2.8837814126079473
96,2.276039107437958,2.8837814126079473
97,2.2233407363450377,2.8837814126079473
98,2.2512841834787833,2.8837814126079473
99,2.2524179055625506,2.8837814126079473
100,2.239812535582225,2.7209436562625893
101,2.2286322287279443,2.7209436562625893
102,2.213574566764578,2.7209436562625893
103,2.2226463601091617,2.7209436562625893
104,2.213652432629022,2.7209436562625893
105,2.192994882837569,2.7319330520040124
106,2.22438278562962,2.7319330520040124
107,2.203773664099861,2.7319330520040124
108,2.206756784760579,2.7319330520040124
109,2.192338920540126,2.7319330520040124
110,2.1795373032968812,2.587200506959747
111,2.171144870568041,2.587200506959747
112,2.164606443973393,2.587200506959747
113,2.1830042697214895,2.587200506959747
114,2.1570241069433513,2.587200506959747
115,2.1648712357673214,2.779487871116821
116,2.1596349665981336,2.779487871116821
117,2.144342817935999,2.779487871116821
118,2.188942196866719,2.779487871116821
119,2.147557271191034,2.779487871116821
120,2.1423100686275927,2.6496304956856167
121,2.1652206951092756,2.6496304956856167
122,2.1478444469549225,2.6496304956856167
123,2.12984588222756,2.6496304956856167
124,2.1385785667484276,2.6496304956856167
125,2.1257146600735934,2.7315457944237065
126,2.1309329502530825,2.7315457944237065
